Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,All Ages,24,"1,903",77,,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,15-24 years,0,10,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,18-29 years,0,18,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,25-34 years,0,17,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,30-49 years,,75,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,35-44 years,,35,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,45-54 years,,73,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,50-64 years,0,206,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,55-64 years,0,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,65-74 years,,314,11,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,75-84 years,,453,17,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Female,85 years and over,10,834,44,,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Vermont,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,All Sexes,All Ages,"3,091","49,625","3,103","1,106",115,"5,201",
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,All Ages,"1,568","25,452","1,671",625,63,"2,675",
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,Under 1 year,0,166,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,0-17 years,0,294,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,1-4 years,0,28,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,5-14 years,0,40,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,15-24 years,,406,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,18-29 years,,686,10,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,25-34 years,,740,13,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,30-49 years,74,"2,075",67,33,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,35-44 years,28,993,27,11,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,45-54 years,85,"1,749",83,37,,135,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,50-64 years,276,"5,031",310,131,13,468,
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,55-64 years,231,"3,964",260,114,10,387,
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,65-74 years,366,"5,528",387,158,19,614,
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,75-84 years,455,"6,337",503,181,10,786,
09/30/2020,02/01/2020,09/26/2020,Virginia,Male,85 years and over,391,"5,501",393,119,12,676,
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,All Ages,"1,522","24,169","1,431",480,52,"2,525",
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,Under 1 year,0,160,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,0-17 years,0,235,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,1-4 years,0,22,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,5-14 years,0,30,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,15-24 years,,125,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,18-29 years,,236,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,25-34 years,,335,10,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,30-49 years,43,"1,164",46,14,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,35-44 years,22,533,25,10,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,45-54 years,49,"1,101",54,15,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,50-64 years,152,"3,281",218,68,13,315,
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,55-64 years,118,"2,610",177,54,12,253,
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,65-74 years,268,"4,165",288,116,,444,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,75-84 years,388,"6,088",367,124,12,643,
09/30/2020,02/01/2020,09/26/2020,Virginia,Female,85 years and over,669,"9,000",504,156,15,"1,032",
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,45-54 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,50-64 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Virginia,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,All Sexes,All Ages,"1,859","40,000","2,941",945,114,"3,964",
09/30/2020,02/01/2020,09/26/2020,Washington,Male,All Ages,"1,017","20,968","1,618",545,64,"2,152",
09/30/2020,02/01/2020,09/26/2020,Washington,Male,Under 1 year,0,124,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,0-17 years,0,243,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,1-4 years,0,28,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Washington,Male,5-14 years,0,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,15-24 years,,348,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,18-29 years,,598,14,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,25-34 years,,596,18,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,30-49 years,48,"1,621",69,24,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,35-44 years,24,804,33,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,45-54 years,50,"1,347",73,25,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Male,50-64 years,160,"3,837",262,91,15,345,
09/30/2020,02/01/2020,09/26/2020,Washington,Male,55-64 years,131,"3,008",217,79,12,280,
09/30/2020,02/01/2020,09/26/2020,Washington,Male,65-74 years,216,"4,677",409,115,21,531,
09/30/2020,02/01/2020,09/26/2020,Washington,Male,75-84 years,274,"5,073",429,147,10,566,
09/30/2020,02/01/2020,09/26/2020,Washington,Male,85 years and over,313,"4,919",430,164,10,589,
09/30/2020,02/01/2020,09/26/2020,Washington,Female,All Ages,842,"19,031","1,323",400,50,"1,812",
09/30/2020,02/01/2020,09/26/2020,Washington,Female,Under 1 year,0,104,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,0-17 years,0,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,1-4 years,0,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,5-14 years,0,30,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,15-24 years,,99,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,18-29 years,,172,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,25-34 years,,224,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,30-49 years,18,874,36,12,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,35-44 years,,412,12,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,45-54 years,29,860,62,18,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,50-64 years,84,"2,494",195,42,,245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,55-64 years,65,"1,960",154,33,,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Female,65-74 years,145,"3,399",260,79,10,336,
09/30/2020,02/01/2020,09/26/2020,Washington,Female,75-84 years,225,"4,529",337,124,17,453,
09/30/2020,02/01/2020,09/26/2020,Washington,Female,85 years and over,368,"7,399",487,142,,721,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Washington,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Washington,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Washington,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Washington,Unknown,5-14 years,0,0,0,0,0,0,
